Week_end,Indicator,High_industry,Value
2019-09-29,Number of paid jobs - 34 days,C Services,1599260
2019-09-29,Number of paid jobs - 34 days,Z No Match,30970
2019-09-29,Weekly earnings - median - 34 days,Total,1012.7
2019-09-29,Weekly earnings - median - 34 days,A Primary,951.26
2019-09-29,Weekly earnings - median - 34 days,B Goods Producing,1159.99
2019-09-29,Weekly earnings - median - 34 days,C Services,985.58
2019-09-29,Weekly earnings - median - 34 days,Z No Match,566.56
2019-09-29,Weekly earnings - upper quartile - 34 days,Total,1471.62
2019-09-29,Weekly earnings - upper quartile - 34 days,A Primary,1286.58
2019-09-29,Weekly earnings - upper quartile - 34 days,B Goods Producing,1554.29
2019-09-29,Weekly earnings - upper quartile - 34 days,C Services,1466
2019-09-29,Weekly earnings - upper quartile - 34 days,Z No Match,902.37
2019-09-29,Weekly earnings - lower quartile - 34 days,Total,643.5
2019-09-29,Weekly earnings - lower quartile - 34 days,A Primary,569.01
2019-09-29,Weekly earnings - lower quartile - 34 days,B Goods Producing,866.88
2019-09-29,Weekly earnings - lower quartile - 34 days,C Services,583.33
2019-09-29,Weekly earnings - lower quartile - 34 days,Z No Match,264
2019-10-06,Number of paid jobs - 34 days,Total,2160420
2019-10-06,Number of paid jobs - 34 days,A Primary,95200
2019-10-06,Number of paid jobs - 34 days,B Goods Producing,407000
2019-10-06,Number of paid jobs - 34 days,C Services,1622670
2019-10-06,Number of paid jobs - 34 days,Z No Match,35540
2019-10-06,Weekly earnings - median - 34 days,Total,1008
2019-10-06,Weekly earnings - median - 34 days,A Primary,922.97
2019-10-06,Weekly earnings - median - 34 days,B Goods Producing,1156.25
2019-10-06,Weekly earnings - median - 34 days,C Services,980.77
2019-10-06,Weekly earnings - median - 34 days,Z No Match,549.26
2019-10-06,Weekly earnings - upper quartile - 34 days,Total,1465
2019-10-06,Weekly earnings - upper quartile - 34 days,A Primary,1256.92
2019-10-06,Weekly earnings - upper quartile - 34 days,B Goods Producing,1547.15
2019-10-06,Weekly earnings - upper quartile - 34 days,C Services,1460.55
2019-10-06,Weekly earnings - upper quartile - 34 days,Z No Match,938.53
2019-10-06,Weekly earnings - lower quartile - 34 days,Total,632.78
2019-10-06,Weekly earnings - lower quartile - 34 days,A Primary,512.43
2019-10-06,Weekly earnings - lower quartile - 34 days,B Goods Producing,861.34
2019-10-06,Weekly earnings - lower quartile - 34 days,C Services,581.62
2019-10-06,Weekly earnings - lower quartile - 34 days,Z No Match,216
2019-10-13,Number of paid jobs - 34 days,Total,2156540
2019-10-13,Number of paid jobs - 34 days,A Primary,95070
2019-10-13,Number of paid jobs - 34 days,B Goods Producing,404760
2019-10-13,Number of paid jobs - 34 days,C Services,1626050
2019-10-13,Number of paid jobs - 34 days,Z No Match,30660
2019-10-13,Weekly earnings - median - 34 days,Total,1019.23
2019-10-13,Weekly earnings - median - 34 days,A Primary,933.33
2019-10-13,Weekly earnings - median - 34 days,B Goods Producing,1161
2019-10-13,Weekly earnings - median - 34 days,C Services,994.09
2019-10-13,Weekly earnings - median - 34 days,Z No Match,585.24
2019-10-13,Weekly earnings - upper quartile - 34 days,Total,1474.47
2019-10-13,Weekly earnings - upper quartile - 34 days,A Primary,1260
2019-10-13,Weekly earnings - upper quartile - 34 days,B Goods Producing,1547
2019-10-13,Weekly earnings - upper quartile - 34 days,C Services,1472.4
2019-10-13,Weekly earnings - upper quartile - 34 days,Z No Match,917.73
2019-10-13,Weekly earnings - lower quartile - 34 days,Total,650.49
2019-10-13,Weekly earnings - lower quartile - 34 days,A Primary,539.46
2019-10-13,Weekly earnings - lower quartile - 34 days,B Goods Producing,870.75
2019-10-13,Weekly earnings - lower quartile - 34 days,C Services,595.14
2019-10-13,Weekly earnings - lower quartile - 34 days,Z No Match,266.5
2019-10-20,Number of paid jobs - 34 days,Total,2165290
2019-10-20,Number of paid jobs - 34 days,A Primary,97720
2019-10-20,Number of paid jobs - 34 days,B Goods Producing,406350
2019-10-20,Number of paid jobs - 34 days,C Services,1629980
2019-10-20,Number of paid jobs - 34 days,Z No Match,31230
2019-10-20,Weekly earnings - median - 34 days,Total,1015.34
2019-10-20,Weekly earnings - median - 34 days,A Primary,932
2019-10-20,Weekly earnings - median - 34 days,B Goods Producing,1158.43
2019-10-20,Weekly earnings - median - 34 days,C Services,990.13
2019-10-20,Weekly earnings - median - 34 days,Z No Match,424.8
2019-10-20,Weekly earnings - upper quartile - 34 days,Total,1470
2019-10-20,Weekly earnings - upper quartile - 34 days,A Primary,1267.18
2019-10-20,Weekly earnings - upper quartile - 34 days,B Goods Producing,1543.01
2019-10-20,Weekly earnings - upper quartile - 34 days,C Services,1468.5
2019-10-20,Weekly earnings - upper quartile - 34 days,Z No Match,796.5
2019-10-20,Weekly earnings - lower quartile - 34 days,Total,642.86
2019-10-20,Weekly earnings - lower quartile - 34 days,A Primary,544.81
2019-10-20,Weekly earnings - lower quartile - 34 days,B Goods Producing,869.2
2019-10-20,Weekly earnings - lower quartile - 34 days,C Services,590.15
2019-10-20,Weekly earnings - lower quartile - 34 days,Z No Match,205.58
2019-10-27,Number of paid jobs - 34 days,Total,2168890
2019-10-27,Number of paid jobs - 34 days,A Primary,99080
2019-10-27,Number of paid jobs - 34 days,B Goods Producing,406540
2019-10-27,Number of paid jobs - 34 days,C Services,1633950
2019-10-27,Number of paid jobs - 34 days,Z No Match,29320
2019-10-27,Weekly earnings - median - 34 days,Total,1019.23
2019-10-27,Weekly earnings - median - 34 days,A Primary,959.61
2019-10-27,Weekly earnings - median - 34 days,B Goods Producing,1153.85
2019-10-27,Weekly earnings - median - 34 days,C Services,996.1
2019-10-27,Weekly earnings - median - 34 days,Z No Match,503.52
2019-10-27,Weekly earnings - upper quartile - 34 days,Total,1470.5
2019-10-27,Weekly earnings - upper quartile - 34 days,A Primary,1291.69
2019-10-27,Weekly earnings - upper quartile - 34 days,B Goods Producing,1538.46
2019-10-27,Weekly earnings - upper quartile - 34 days,C Services,1470.5
2019-10-27,Weekly earnings - upper quartile - 34 days,Z No Match,862.13
2019-10-27,Weekly earnings - lower quartile - 34 days,Total,653.85
2019-10-27,Weekly earnings - lower quartile - 34 days,A Primary,583.2
2019-10-27,Weekly earnings - lower quartile - 34 days,B Goods Producing,867.28
2019-10-27,Weekly earnings - lower quartile - 34 days,C Services,597.92
2019-10-27,Weekly earnings - lower quartile - 34 days,Z No Match,221.4
2019-11-03,Number of paid jobs - 34 days,Total,2196180
2019-11-03,Number of paid jobs - 34 days,A Primary,102680
2019-11-03,Number of paid jobs - 34 days,B Goods Producing,413050
2019-11-03,Number of paid jobs - 34 days,C Services,1648210
2019-11-03,Number of paid jobs - 34 days,Z No Match,32240
2019-11-03,Weekly earnings - median - 34 days,Total,1026.38
2019-11-03,Weekly earnings - median - 34 days,A Primary,945
2019-11-03,Weekly earnings - median - 34 days,B Goods Producing,1164.56
2019-11-03,Weekly earnings - median - 34 days,C Services,1000
2019-11-03,Weekly earnings - median - 34 days,Z No Match,536.51
2019-11-03,Weekly earnings - upper quartile - 34 days,Total,1484.62
2019-11-03,Weekly earnings - upper quartile - 34 days,A Primary,1287.06
2019-11-03,Weekly earnings - upper quartile - 34 days,B Goods Producing,1558
2019-11-03,Weekly earnings - upper quartile - 34 days,C Services,1483.12
2019-11-03,Weekly earnings - upper quartile - 34 days,Z No Match,882.32
2019-11-03,Weekly earnings - lower quartile - 34 days,Total,651.24
2019-11-03,Weekly earnings - lower quartile - 34 days,A Primary,550.28
2019-11-03,Weekly earnings - lower quartile - 34 days,B Goods Producing,871.25
2019-11-03,Weekly earnings - lower quartile - 34 days,C Services,599.65
2019-11-03,Weekly earnings - lower quartile - 34 days,Z No Match,222.09
2019-11-10,Number of paid jobs - 34 days,Total,2200540
2019-11-10,Number of paid jobs - 34 days,A Primary,103430
2019-11-10,Number of paid jobs - 34 days,B Goods Producing,412480
2019-11-10,Number of paid jobs - 34 days,C Services,1653150
2019-11-10,Number of paid jobs - 34 days,Z No Match,31490
2019-11-10,Weekly earnings - median - 34 days,Total,1025
2019-11-10,Weekly earnings - median - 34 days,A Primary,949.65
2019-11-10,Weekly earnings - median - 34 days,B Goods Producing,1169.91
2019-11-10,Weekly earnings - median - 34 days,C Services,1000
2019-11-10,Weekly earnings - median - 34 days,Z No Match,414.48
2019-11-10,Weekly earnings - upper quartile - 34 days,Total,1488.5
2019-11-10,Weekly earnings - upper quartile - 34 days,A Primary,1275.36
2019-11-10,Weekly earnings - upper quartile - 34 days,B Goods Producing,1565.67
2019-11-10,Weekly earnings - upper quartile - 34 days,C Services,1487.97
2019-11-10,Weekly earnings - upper quartile - 34 days,Z No Match,768
2019-11-10,Weekly earnings - lower quartile - 34 days,Total,650.24
2019-11-10,Weekly earnings - lower quartile - 34 days,A Primary,566.19
2019-11-10,Weekly earnings - lower quartile - 34 days,B Goods Producing,874
2019-11-10,Weekly earnings - lower quartile - 34 days,C Services,600
2019-11-10,Weekly earnings - lower quartile - 34 days,Z No Match,169.1
2019-11-17,Number of paid jobs - 34 days,Total,2222370
2019-11-17,Number of paid jobs - 34 days,A Primary,106760
2019-11-17,Number of paid jobs - 34 days,B Goods Producing,416030
2019-11-17,Number of paid jobs - 34 days,C Services,1665950
2019-11-17,Number of paid jobs - 34 days,Z No Match,33620
2019-11-17,Weekly earnings - median - 34 days,Total,1023
2019-11-17,Weekly earnings - median - 34 days,A Primary,937.57
2019-11-17,Weekly earnings - median - 34 days,B Goods Producing,1169.07
2019-11-17,Weekly earnings - median - 34 days,C Services,1000
2019-11-17,Weekly earnings - median - 34 days,Z No Match,603.29
2019-11-17,Weekly earnings - upper quartile - 34 days,Total,1487.5
2019-11-17,Weekly earnings - upper quartile - 34 days,A Primary,1264.84
2019-11-17,Weekly earnings - upper quartile - 34 days,B Goods Producing,1567.22
2019-11-17,Weekly earnings - upper quartile - 34 days,C Services,1487.5
2019-11-17,Weekly earnings - upper quartile - 34 days,Z No Match,907.78
2019-11-17,Weekly earnings - lower quartile - 34 days,Total,654.74
2019-11-17,Weekly earnings - lower quartile - 34 days,A Primary,557.2
2019-11-17,Weekly earnings - lower quartile - 34 days,B Goods Producing,872.76
2019-11-17,Weekly earnings - lower quartile - 34 days,C Services,601.53
2019-11-17,Weekly earnings - lower quartile - 34 days,Z No Match,323.28
2019-11-24,Number of paid jobs - 34 days,Total,2239740
2019-11-24,Number of paid jobs - 34 days,A Primary,109720
2019-11-24,Number of paid jobs - 34 days,B Goods Producing,419380
2019-11-24,Number of paid jobs - 34 days,C Services,1674420
2019-11-24,Number of paid jobs - 34 days,Z No Match,36220
2019-11-24,Weekly earnings - median - 34 days,Total,1020
2019-11-24,Weekly earnings - median - 34 days,A Primary,939.6
2019-11-24,Weekly earnings - median - 34 days,B Goods Producing,1170.32
2019-11-24,Weekly earnings - median - 34 days,C Services,998.12
2019-11-24,Weekly earnings - median - 34 days,Z No Match,600
2019-11-24,Weekly earnings - upper quartile - 34 days,Total,1487.29
2019-11-24,Weekly earnings - upper quartile - 34 days,A Primary,1273.08
2019-11-24,Weekly earnings - upper quartile - 34 days,B Goods Producing,1570.62
2019-11-24,Weekly earnings - upper quartile - 34 days,C Services,1485.58
2019-11-24,Weekly earnings - upper quartile - 34 days,Z No Match,907.43
2019-11-24,Weekly earnings - lower quartile - 34 days,Total,654.9
2019-11-24,Weekly earnings - lower quartile - 34 days,A Primary,570
2019-11-24,Weekly earnings - lower quartile - 34 days,B Goods Producing,874.53
2019-11-24,Weekly earnings - lower quartile - 34 days,C Services,601.8
2019-11-24,Weekly earnings - lower quartile - 34 days,Z No Match,321
2019-12-01,Number of paid jobs - 34 days,Total,2242450
2019-12-01,Number of paid jobs - 34 days,A Primary,112090
2019-12-01,Number of paid jobs - 34 days,B Goods Producing,422140
2019-12-01,Number of paid jobs - 34 days,C Services,1671130
2019-12-01,Number of paid jobs - 34 days,Z No Match,37090
2019-12-01,Weekly earnings - median - 34 days,Total,1024.42
2019-12-01,Weekly earnings - median - 34 days,A Primary,939
2019-12-01,Weekly earnings - median - 34 days,B Goods Producing,1177.68
2019-12-01,Weekly earnings - median - 34 days,C Services,1000
2019-12-01,Weekly earnings - median - 34 days,Z No Match,605.26
2019-12-01,Weekly earnings - upper quartile - 34 days,Total,1488.92
2019-12-01,Weekly earnings - upper quartile - 34 days,A Primary,1276.5
2019-12-01,Weekly earnings - upper quartile - 34 days,B Goods Producing,1575
2019-12-01,Weekly earnings - upper quartile - 34 days,C Services,1486.36
2019-12-01,Weekly earnings - upper quartile - 34 days,Z No Match,911.46
2019-12-01,Weekly earnings - lower quartile - 34 days,Total,658.09
2019-12-01,Weekly earnings - lower quartile - 34 days,A Primary,561.65
2019-12-01,Weekly earnings - lower quartile - 34 days,B Goods Producing,880
2019-12-01,Weekly earnings - lower quartile - 34 days,C Services,606.47
2019-12-01,Weekly earnings - lower quartile - 34 days,Z No Match,324
2019-12-08,Number of paid jobs - 34 days,Total,2251260
2019-12-08,Number of paid jobs - 34 days,A Primary,110810
2019-12-08,Number of paid jobs - 34 days,B Goods Producing,419510
2019-12-08,Number of paid jobs - 34 days,C Services,1683510
2019-12-08,Number of paid jobs - 34 days,Z No Match,37430
2019-12-08,Weekly earnings - median - 34 days,Total,1032.76
2019-12-08,Weekly earnings - median - 34 days,A Primary,925.95
2019-12-08,Weekly earnings - median - 34 days,B Goods Producing,1189.59
2019-12-08,Weekly earnings - median - 34 days,C Services,1004.13
2019-12-08,Weekly earnings - median - 34 days,Z No Match,585.85
2019-12-08,Weekly earnings - upper quartile - 34 days,Total,1496.93
2019-12-08,Weekly earnings - upper quartile - 34 days,A Primary,1262.28
2019-12-08,Weekly earnings - upper quartile - 34 days,B Goods Producing,1584.26
2019-12-08,Weekly earnings - upper quartile - 34 days,C Services,1495.21
2019-12-08,Weekly earnings - upper quartile - 34 days,Z No Match,902.46
2019-12-08,Weekly earnings - lower quartile - 34 days,Total,668
2019-12-08,Weekly earnings - lower quartile - 34 days,A Primary,554.83
2019-12-08,Weekly earnings - lower quartile - 34 days,B Goods Producing,889.06
2019-12-08,Weekly earnings - lower quartile - 34 days,C Services,619
2019-12-08,Weekly earnings - lower quartile - 34 days,Z No Match,299.52
2019-12-15,Number of paid jobs - 34 days,Total,2252760
2019-12-15,Number of paid jobs - 34 days,A Primary,113270
2019-12-15,Number of paid jobs - 34 days,B Goods Producing,421200
2019-12-15,Number of paid jobs - 34 days,C Services,1680400
2019-12-15,Number of paid jobs - 34 days,Z No Match,37890
2019-12-15,Weekly earnings - median - 34 days,Total,1040.12
2019-12-15,Weekly earnings - median - 34 days,A Primary,946.69
2019-12-15,Weekly earnings - median - 34 days,B Goods Producing,1222
2019-12-15,Weekly earnings - median - 34 days,C Services,1008.58
2019-12-15,Weekly earnings - median - 34 days,Z No Match,566.4
2019-12-15,Weekly earnings - upper quartile - 34 days,Total,1522.71
2019-12-15,Weekly earnings - upper quartile - 34 days,A Primary,1287.68
2019-12-15,Weekly earnings - upper quartile - 34 days,B Goods Producing,1655.09
2019-12-15,Weekly earnings - upper quartile - 34 days,C Services,1510
2019-12-15,Weekly earnings - upper quartile - 34 days,Z No Match,853.21
2019-12-15,Weekly earnings - lower quartile - 34 days,Total,675.54
2019-12-15,Weekly earnings - lower quartile - 34 days,A Primary,563.76
2019-12-15,Weekly earnings - lower quartile - 34 days,B Goods Producing,905.5
2019-12-15,Weekly earnings - lower quartile - 34 days,C Services,628.36
2019-12-15,Weekly earnings - lower quartile - 34 days,Z No Match,257.49
2019-12-22,Number of paid jobs - 34 days,Total,2232110
2019-12-22,Number of paid jobs - 34 days,A Primary,112530
2019-12-22,Number of paid jobs - 34 days,B Goods Producing,417910
2019-12-22,Number of paid jobs - 34 days,C Services,1662520
2019-12-22,Number of paid jobs - 34 days,Z No Match,39150
2019-12-22,Weekly earnings - median - 34 days,Total,1035.45
2019-12-22,Weekly earnings - median - 34 days,A Primary,932.03
2019-12-22,Weekly earnings - median - 34 days,B Goods Producing,1194.19
2019-12-22,Weekly earnings - median - 34 days,C Services,1007.41
2019-12-22,Weekly earnings - median - 34 days,Z No Match,649.02
2019-12-22,Weekly earnings - upper quartile - 34 days,Total,1513.66
2019-12-22,Weekly earnings - upper quartile - 34 days,A Primary,1280
2019-12-22,Weekly earnings - upper quartile - 34 days,B Goods Producing,1634.23
2019-12-22,Weekly earnings - upper quartile - 34 days,C Services,1506.13
